id,x,y
624899,624,899
788162,788,162
460399,460,399
275055,275,55
662899,662,899
320412,320,412
283800,283,800
919964,919,964
943210,943,210
189427,189,427
464763,464,763
884086,884,86
278847,278,847
557177,557,177
190928,190,928
182867,182,867
993893,993,893
529029,529,29
998740,998,740
920560,920,560
204972,204,972
96786,96,786
407840,407,840
599231,599,231
226039,226,39
108063,108,63
663945,663,945
937207,937,207
15499,15,499
460746,460,746
736006,736,6
496004,496,4
465692,465,692
474095,474,95
281735,281,735
21131,21,131
580098,580,98
385624,385,624
721555,721,555
656206,656,206
432775,432,775
297602,297,602
75488,75,488
219422,219,422
543448,543,448
798454,798,454
878139,878,139
8028,8,28
610226,610,226
534276,534,276
512801,512,801
984485,984,485
217045,217,45
198325,198,325
982510,982,510
469987,469,987
715053,715,53
465809,465,809
208508,208,508
234102,234,102
771090,771,90
752256,752,256
691157,691,157
864237,864,237
757421,757,421
37755,37,755
249187,249,187
87095,87,95
661238,661,238
704394,704,394
588151,588,151
511216,511,216
392703,392,703
852636,852,636
908793,908,793
137106,137,106
514116,514,116
669056,669,56
189249,189,249
32000,32,0
505158,505,158
573740,573,740
93964,93,964
590557,590,557
167277,167,277
382394,382,394
430819,430,819
900928,900,928
383246,383,246
747355,747,355
741272,741,272
181904,181,904
415092,415,92
695427,695,427
630176,630,176
1357,1,357
829521,829,521
827132,827,132
544178,544,178
979492,979,492
694419,694,419
101331,101,331
292319,292,319
458805,458,805
370869,370,869
502780,502,780
785749,785,749
922692,922,692
588826,588,826
847355,847,355
485895,485,895
655394,655,394
689448,689,448
192004,192,4
124055,124,55
975908,975,908
995589,995,589
69209,69,209
245158,245,158
387702,387,702
862409,862,409
448505,448,505
986317,986,317
233097,233,97
607928,607,928
794782,794,782
962771,962,771
375922,375,922
60247,60,247
153838,153,838
739907,739,907
290315,290,315
107680,107,680
329598,329,598
289814,289,814
988348,988,348
773611,773,611
169195,169,195
180491,180,491
473497,473,497
965904,965,904
76371,76,371
994421,994,421
148123,148,123
958364,958,364
520579,520,579
973247,973,247
559069,559,69
383168,383,168
132417,132,417
603846,603,846
979816,979,816
713967,713,967
736141,736,141
656714,656,714
15509,15,509
433814,433,814
485703,485,703
639350,639,350
443535,443,535
504183,504,183
339526,339,526
791903,791,903
412537,412,537
876363,876,363
839989,839,989
330103,330,103
469429,469,429
448723,448,723
366907,366,907
155523,155,523
800798,800,798
135171,135,171
30737,30,737
890342,890,342
224959,224,959
184924,184,924
629900,629,900
209454,209,454
216274,216,274
195936,195,936
296855,296,855
779501,779,501
923426,923,426
511420,511,420
14048,14,48
158551,158,551
412430,412,430
257179,257,179
69622,69,622
531156,531,156
167166,167,166
352578,352,578
258673,258,673
830828,830,828
520133,520,133
598532,598,532
621651,621,651
658344,658,344
484740,484,740
947172,947,172
755504,755,504
526072,526,72
565886,565,886
591150,591,150
993678,993,678
645929,645,929
117618,117,618
705023,705,23
76144,76,144
960103,960,103
334662,334,662
270070,270,70
493242,493,242
978220,978,220
698026,698,26
307243,307,243
378384,378,384
977160,977,160
613507,613,507
477516,477,516
561512,561,512
254896,254,896
637769,637,769
687465,687,465
554249,554,249
543455,543,455
362884,362,884
638429,638,429
894542,894,542
140535,140,535
376225,376,225
8929,8,929
177368,177,368
380631,380,631
121262,121,262
371449,371,449
427131,427,131
125409,125,409
129769,129,769
460605,460,605
648429,648,429
566691,566,691
102813,102,813
616725,616,725
970940,970,940
812256,812,256
711673,711,673
904392,904,392
349813,349,813
407641,407,641
366326,366,326
316985,316,985
265247,265,247
389913,389,913
461000,461,0
784509,784,509
972470,972,470
273058,273,58
730159,730,159
250588,250,588
632359,632,359
102886,102,886
187354,187,354
827280,827,280
296954,296,954
647167,647,167
161092,161,92
703362,703,362
916754,916,754
403493,403,493
757932,757,932
759409,759,409
417008,417,8
439048,439,48
823429,823,429
282848,282,848
321633,321,633
620812,620,812
295183,295,183
157082,157,82
626169,626,169
146297,146,297
619416,619,416
169723,169,723
41138,41,138
695214,695,214
802903,802,903
508523,508,523
489128,489,128
467202,467,202
947831,947,831
889556,889,556
409863,409,863
287579,287,579
986663,986,663
303607,303,607
455814,455,814
347516,347,516
740999,740,999
802868,802,868
138307,138,307
970384,970,384
201212,201,212
910939,910,939
22630,22,630
892890,892,890
145016,145,16
108370,108,370
582669,582,669
386518,386,518
966225,966,225
73104,73,104
620381,620,381
913764,913,764
854322,854,322
964709,964,709
976329,976,329
298878,298,878
433849,433,849
790780,790,780
590875,590,875
144909,144,909
329174,329,174
938080,938,80
235408,235,408
327091,327,91
450763,450,763
252756,252,756
401042,401,42
667998,667,998
813713,813,713
824790,824,790
610152,610,152
112205,112,205
900284,900,284
601269,601,269
254046,254,46
676162,676,162
176777,176,777
311061,311,61
859267,859,267
428129,428,129
493872,493,872
636462,636,462
811090,811,90
570271,570,271
707319,707,319
308010,308,10
227008,227,8
374505,374,505
446908,446,908
749346,749,346
299078,299,78
342449,342,449
570284,570,284
752209,752,209
938083,938,83
350890,350,890
713761,713,761
88063,88,63
859710,859,710
210591,210,591
429987,429,987
832211,832,211
924436,924,436
194324,194,324
598735,598,735
396374,396,374
395345,395,345
300847,300,847
172393,172,393
807975,807,975
991920,991,920
124861,124,861
873135,873,135
648692,648,692
692977,692,977
981096,981,96
263269,263,269
529391,529,391
578848,578,848
131831,131,831
29351,29,351
946054,946,54
865549,865,549
851680,851,680
13495,13,495
91671,91,671
163653,163,653
405649,405,649
306566,306,566
923340,923,340
553059,553,59
177070,177,70
832908,832,908
509402,509,402
410868,410,868
787684,787,684
845005,845,5
705916,705,916
260391,260,391
743910,743,910
912069,912,69
825846,825,846
716067,716,67
320632,320,632
26609,26,609
531285,531,285
694559,694,559
302375,302,375
209871,209,871
918578,918,578
646404,646,404
852149,852,149
469451,469,451
572764,572,764
489549,489,549
146930,146,930
563435,563,435
839855,839,855
349818,349,818
699765,699,765
931129,931,129
498261,498,261
992073,992,73
798340,798,340
922345,922,345
99339,99,339
941841,941,841
29102,29,102
497854,497,854
952849,952,849
634162,634,162
33261,33,261
71963,71,963
603913,603,913
958936,958,936
606207,606,207
550751,550,751
776857,776,857
814531,814,531
282877,282,877
818387,818,387
764022,764,22
345652,345,652
623823,623,823
419785,419,785
76619,76,619
905447,905,447
243502,243,502
785569,785,569
983360,983,360
837799,837,799
841083,841,83
741578,741,578
975425,975,425
531035,531,35
842330,842,330
648986,648,986
409465,409,465
739363,739,363
779593,779,593
83268,83,268
751628,751,628
991428,991,428
406062,406,62
22686,22,686
529909,529,909
487356,487,356
433295,433,295
834642,834,642
273421,273,421
566442,566,442
128631,128,631
854549,854,549
484705,484,705
523401,523,401
519697,519,697
985727,985,727
928571,928,571
769315,769,315
768012,768,12
431903,431,903
116829,116,829
603998,603,998
588127,588,127
719376,719,376
144782,144,782
363907,363,907
461931,461,931
449130,449,130
530063,530,63
984707,984,707
319823,319,823
262559,262,559
468001,468,1
179367,179,367
746616,746,616
405944,405,944
291927,291,927
841391,841,391
251279,251,279
399346,399,346
308,0,308
378927,378,927
399133,399,133
890831,890,831
250720,250,720
408635,408,635
702286,702,286
46449,46,449
444371,444,371
87880,87,880
534487,534,487
269556,269,556
693168,693,168
259783,259,783
526378,526,378
8190,8,190
236452,236,452
661622,661,622
961568,961,568
384739,384,739
493928,493,928
452750,452,750
76407,76,407
382506,382,506
364945,364,945
207449,207,449
321656,321,656
264043,264,43
28588,28,588
178648,178,648
225366,225,366
249686,249,686
325854,325,854
556345,556,345
819611,819,611
580655,580,655
59003,59,3
410285,410,285
687757,687,757
675578,675,578
967777,967,777
336161,336,161
572808,572,808
229385,229,385
951007,951,7
120034,120,34
164538,164,538
295400,295,400
226959,226,959
658318,658,318
944555,944,555
290560,290,560
235427,235,427
469891,469,891
550255,550,255
554057,554,57
540069,540,69
758606,758,606
338179,338,179
837337,837,337
149689,149,689
644135,644,135
505642,505,642
518479,518,479
387799,387,799
419273,419,273
989514,989,514
557777,557,777
384286,384,286
352742,352,742
774510,774,510
885093,885,93
915128,915,128
395226,395,226
872794,872,794
202121,202,121
429849,429,849
545270,545,270
64513,64,513
633531,633,531
587665,587,665
538285,538,285
399821,399,821
321412,321,412
636911,636,911
983127,983,127
178041,178,41
831627,831,627
351316,351,316
792833,792,833
980931,980,931
492786,492,786
385092,385,92
17830,17,830
87998,87,998
941104,941,104
677289,677,289
583457,583,457
354769,354,769
594603,594,603
512853,512,853
908344,908,344
103547,103,547
894352,894,352
696495,696,495
229016,229,16
545427,545,427
704117,704,117
281205,281,205
156947,156,947
149582,149,582
576050,576,50
186136,186,136
117975,117,975
848240,848,240
697112,697,112
102272,102,272
587141,587,141
434835,434,835
770214,770,214
909778,909,778
618138,618,138
423779,423,779
302648,302,648
345016,345,16
706354,706,354
712026,712,26
749498,749,498
909143,909,143
271740,271,740
242455,242,455
353940,353,940
486806,486,806
922107,922,107
460266,460,266
247173,247,173
751161,751,161
329771,329,771
466748,466,748
442372,442,372
437750,437,750
924751,924,751
81151,81,151
801194,801,194
561735,561,735
942525,942,525
301301,301,301
926305,926,305
969535,969,535
32752,32,752
422480,422,480
446167,446,167
549956,549,956
952371,952,371
158084,158,84
891132,891,132
374875,374,875
975123,975,123
261886,261,886
348402,348,402
2639,2,639
869461,869,461
430855,430,855
184472,184,472
123347,123,347
809892,809,892
629042,629,42
397139,397,139
546950,546,950
983749,983,749
126030,126,30
396713,396,713
356242,356,242
186957,186,957
902643,902,643
535018,535,18
709178,709,178
638431,638,431
829665,829,665
831977,831,977
213009,213,9
655009,655,9
641687,641,687
658561,658,561
269805,269,805
532319,532,319
588805,588,805
519294,519,294
568677,568,677
302543,302,543
515640,515,640
301823,301,823
275353,275,353
174203,174,203
30675,30,675
44111,44,111
463933,463,933
295506,295,506
82472,82,472
531165,531,165
380925,380,925
837822,837,822
378347,378,347
40748,40,748
500847,500,847
947083,947,83
213294,213,294
513338,513,338
494929,494,929
823366,823,366
250106,250,106
609169,609,169
260756,260,756
446855,446,855
73148,73,148
558925,558,925
628053,628,53
482968,482,968
73103,73,103
816762,816,762
211003,211,3
410612,410,612
522620,522,620
302507,302,507
892421,892,421
656627,656,627
935531,935,531
15106,15,106
114320,114,320
96980,96,980
635434,635,434
328584,328,584
661067,661,67
311202,311,202
38466,38,466
553786,553,786
277108,277,108
65341,65,341
808095,808,95
828187,828,187
454020,454,20
252178,252,178
435998,435,998
269644,269,644
460672,460,672
561718,561,718
524808,524,808
166438,166,438
382032,382,32
206560,206,560
964053,964,53
773976,773,976
160351,160,351
386242,386,242
795155,795,155
500184,500,184
18571,18,571
345534,345,534
128032,128,32
179152,179,152
202363,202,363
309370,309,370
996350,996,350
647821,647,821
144953,144,953
877141,877,141
316009,316,9
238912,238,912
60610,60,610
421316,421,316
373661,373,661
146454,146,454
539476,539,476
367740,367,740
802198,802,198
717843,717,843
224631,224,631
675094,675,94
938334,938,334
76035,76,35
551239,551,239
820816,820,816
641373,641,373
447261,447,261
281292,281,292
414714,414,714
355221,355,221
751736,751,736
159921,159,921
624965,624,965
814636,814,636
837694,837,694
515730,515,730
980801,980,801
361774,361,774
858606,858,606
334343,334,343
950614,950,614
891889,891,889
64761,64,761
354637,354,637
202760,202,760
583391,583,391
866879,866,879
84752,84,752
34575,34,575
192059,192,59
625434,625,434
827201,827,201
778290,778,290
511797,511,797
9317,9,317
518273,518,273
910132,910,132
71495,71,495
348227,348,227
768883,768,883
178043,178,43
669621,669,621
944131,944,131
77857,77,857
668861,668,861
197105,197,105
371762,371,762
621100,621,100
586050,586,50
299185,299,185
432273,432,273
412250,412,250
534166,534,166
236734,236,734
468477,468,477
937996,937,996
62753,62,753
957564,957,564
218794,218,794
175065,175,65
278802,278,802
724024,724,24
536066,536,66
496401,496,401
537768,537,768
815445,815,445
153398,153,398
20341,20,341
683169,683,169
495874,495,874
957431,957,431
50774,50,774
362840,362,840
590989,590,989
717056,717,56
203278,203,278
472408,472,408
982928,982,928
793841,793,841
130556,130,556
405571,405,571
268906,268,906
300343,300,343
483072,483,72
676306,676,306
143384,143,384
948601,948,601
223763,223,763
553797,553,797
620482,620,482
526210,526,210
294795,294,795
163297,163,297
369147,369,147
984574,984,574
496027,496,27
688304,688,304
987013,987,13
385683,385,683
94930,94,930
561048,561,48
638378,638,378
66025,66,25
48450,48,450
827087,827,87
590238,590,238
676023,676,23
98868,98,868
113,0,113
802807,802,807
665519,665,519
758556,758,556
860883,860,883
903118,903,118
477244,477,244
402079,402,79
561252,561,252
507593,507,593
620771,620,771
340919,340,919
629909,629,909
599998,599,998
427329,427,329
526787,526,787
34325,34,325
34762,34,762
785382,785,382
100706,100,706
554502,554,502
678478,678,478
157469,157,469
297358,297,358
422977,422,977
959357,959,357
882996,882,996
774297,774,297
623549,623,549
689852,689,852
31763,31,763
801916,801,916
531665,531,665
623065,623,65
712800,712,800
676086,676,86
763896,763,896
880025,880,25
165395,165,395
910062,910,62
82742,82,742
46830,46,830
674320,674,320
180321,180,321
186650,186,650
594249,594,249
684586,684,586
650256,650,256
669168,669,168
264740,264,740
596175,596,175
740148,740,148
153387,153,387
248418,248,418
294382,294,382
159154,159,154
689552,689,552
705076,705,76
816851,816,851
143123,143,123
58448,58,448
503779,503,779
59079,59,79
355908,355,908
50055,50,55
536282,536,282
848180,848,180
879109,879,109
805817,805,817
105566,105,566
915231,915,231
808089,808,89
271352,271,352
233571,233,571
151921,151,921
616934,616,934
124878,124,878
689302,689,302
24171,24,171
438988,438,988
178219,178,219
717871,717,871
566724,566,724
60970,60,970
538532,538,532
94562,94,562
821395,821,395
338891,338,891
308827,308,827
2308,2,308
190968,190,968
993930,993,930
595206,595,206
432873,432,873
369943,369,943
141345,141,345
462294,462,294
470665,470,665
183884,183,884
991547,991,547
771610,771,610
957835,957,835
392571,392,571
266154,266,154
326349,326,349
873184,873,184
522429,522,429
543296,543,296
585636,585,636
474125,474,125
353463,353,463
803512,803,512
11162,11,162
604518,604,518
626713,626,713
131040,131,40
976425,976,425
710247,710,247
400564,400,564
516070,516,70
786497,786,497
443542,443,542
864976,864,976
541756,541,756
630096,630,96
956469,956,469
113772,113,772
40829,40,829
808411,808,411
531722,531,722
192307,192,307
75633,75,633
332991,332,991
693227,693,227
696200,696,200
547491,547,491
328944,328,944
176669,176,669
714906,714,906
133556,133,556
347259,347,259
198805,198,805
352034,352,34
939016,939,16
429802,429,802
227787,227,787
625224,625,224
531023,531,23
47756,47,756
265185,265,185
351739,351,739
731637,731,637
885301,885,301
597370,597,370
325041,325,41
729361,729,361
626162,626,162
253937,253,937
44490,44,490
162202,162,202
395153,395,153
869399,869,399
117589,117,589
882456,882,456
905388,905,388
646064,646,64
318850,318,850
774042,774,42
881621,881,621
649156,649,156
53211,53,211
901058,901,58
626342,626,342
137588,137,588
111183,111,183
865701,865,701
496997,496,997
551097,551,97
397951,397,951
518708,518,708
311551,311,551
657046,657,46
957225,957,225
303077,303,77
479472,479,472
148212,148,212
187120,187,120
336522,336,522
734657,734,657
360770,360,770
564717,564,717
837551,837,551
461910,461,910
235236,235,236
88961,88,961
491502,491,502
411617,411,617
630712,630,712
379776,379,776
925576,925,576
514638,514,638
538793,538,793
790676,790,676
12747,12,747
283294,283,294
678649,678,649
940744,940,744
327471,327,471
909331,909,331
772604,772,604
128552,128,552
519258,519,258
648380,648,380
442885,442,885
978644,978,644
292036,292,36
280567,280,567
290873,290,873
623105,623,105
424512,424,512
265490,265,490
329789,329,789
631204,631,204
594300,594,300
822669,822,669
853640,853,640
536353,536,353
411153,411,153
964700,964,700
656412,656,412
927910,927,910
680568,680,568
703867,703,867
690389,690,389
636050,636,50
736943,736,943
717755,717,755
766455,766,455
968915,968,915
200968,200,968
456907,456,907
30156,30,156
816733,816,733
836502,836,502
858504,858,504
720716,720,716
33872,33,872
879988,879,988
911321,911,321
213863,213,863
696879,696,879
843925,843,925
978274,978,274
476418,476,418
753031,753,31
162878,162,878
12856,12,856
434351,434,351
549376,549,376
252118,252,118
323403,323,403
842064,842,64
499484,499,484
685518,685,518
256811,256,811
777470,777,470
751797,751,797
890175,890,175
101396,101,396
401869,401,869
467155,467,155
244928,244,928
498647,498,647
10475,10,475
575644,575,644
174263,174,263
525920,525,920
925757,925,757
909593,909,593
30154,30,154
558218,558,218
321003,321,3
459747,459,747
925393,925,393
283899,283,899
226730,226,730
159019,159,19
660599,660,599
903001,903,1
447951,447,951
841718,841,718
309116,309,116
847782,847,782
810135,810,135
781638,781,638
343228,343,228
147313,147,313
963590,963,590
692813,692,813
365640,365,640
99697,99,697
636659,636,659
481083,481,83
775159,775,159
576248,576,248
463182,463,182
421385,421,385
495748,495,748
177374,177,374
84320,84,320
402732,402,732
250083,250,83
766687,766,687
20328,20,328
645762,645,762
568037,568,37
528973,528,973
186901,186,901
810807,810,807
99861,99,861
269390,269,390
695968,695,968
882865,882,865
148562,148,562
648869,648,869
378445,378,445
14695,14,695
631591,631,591
439438,439,438
55569,55,569
738603,738,603
368107,368,107
986498,986,498
7964,7,964
131658,131,658
848039,848,39
731277,731,277
824220,824,220
51583,51,583
390655,390,655
322915,322,915
380361,380,361
69943,69,943
860317,860,317
976038,976,38
649264,649,264
785687,785,687
581646,581,646
679053,679,53
88090,88,90
636498,636,498
1329,1,329
679890,679,890
9260,9,260
868846,868,846
347083,347,83
10481,10,481
311057,311,57
632106,632,106
887674,887,674
41613,41,613
566529,566,529
526030,526,30
155429,155,429
135490,135,490
595791,595,791
664147,664,147
431946,431,946
917535,917,535
562916,562,916
624077,624,77
566441,566,441
418978,418,978
835367,835,367
42054,42,54
798269,798,269
631679,631,679
504829,504,829
764340,764,340
340614,340,614
731431,731,431
123450,123,450
569694,569,694
361187,361,187
213552,213,552
631193,631,193
455222,455,222
123989,123,989
610500,610,500
931043,931,43
733027,733,27
863185,863,185
963736,963,736
691458,691,458
144694,144,694
551448,551,448
886250,886,250
646181,646,181
595334,595,334
841235,841,235
360919,360,919
436897,436,897
617159,617,159
186043,186,43
757709,757,709
419276,419,276
284676,284,676
397754,397,754
623836,623,836
602771,602,771
470310,470,310
296932,296,932
314359,314,359
334914,334,914
377461,377,461
635816,635,816
37313,37,313
545894,545,894
59463,59,463
984109,984,109
738809,738,809
507485,507,485
722928,722,928
110724,110,724
573561,573,561
670474,670,474
784251,784,251
988674,988,674
861359,861,359
592869,592,869
803781,803,781
646015,646,15
659740,659,740
783597,783,597
619103,619,103
845878,845,878
172509,172,509
314245,314,245
258010,258,10
229734,229,734
811816,811,816
436681,436,681
108598,108,598
237600,237,600
356651,356,651
159854,159,854
160889,160,889
631923,631,923
249115,249,115
204063,204,63
476050,476,50
939262,939,262
682285,682,285
870080,870,80
550647,550,647
423253,423,253
837817,837,817
39334,39,334
298950,298,950
186399,186,399
952088,952,88
189132,189,132
319191,319,191
398133,398,133
479643,479,643
615182,615,182
499549,499,549
780581,780,581
980959,980,959
238300,238,300
446052,446,52
273114,273,114
583369,583,369
704477,704,477
779142,779,142
321224,321,224
910313,910,313
92966,92,966
845070,845,70
653832,653,832
390251,390,251
746960,746,960
358284,358,284
38284,38,284
672367,672,367
757651,757,651
114939,114,939
57632,57,632
552029,552,29
799726,799,726
838598,838,598
464984,464,984
252697,252,697
986429,986,429
632660,632,660
397370,397,370
123935,123,935
116931,116,931
668070,668,70
798480,798,480
56323,56,323
845039,845,39
634277,634,277
425948,425,948
701310,701,310
392303,392,303
901329,901,329
616027,616,27
140569,140,569
269726,269,726
232608,232,608
699818,699,818
444949,444,949
727174,727,174
908853,908,853
400889,400,889
768486,768,486
32613,32,613
848011,848,11
25135,25,135
454512,454,512
572349,572,349
730821,730,821
945181,945,181
999902,999,902
606938,606,938
241139,241,139
963701,963,701
54437,54,437
473974,473,974
814767,814,767
583031,583,31
154293,154,293
66419,66,419
875810,875,810
857664,857,664
506178,506,178
953821,953,821
539456,539,456
628054,628,54
693883,693,883
664145,664,145
210597,210,597
419668,419,668
27058,27,58
229459,229,459
898370,898,370
605018,605,18
229954,229,954
19564,19,564
407530,407,530
482125,482,125
824612,824,612
627702,627,702
786329,786,329
701029,701,29
845522,845,522
288946,288,946
109982,109,982
190197,190,197
780556,780,556
118289,118,289
993068,993,68
808398,808,398
842328,842,328
777301,777,301
333946,333,946
423784,423,784
5521,5,521
745632,745,632
356053,356,53
921986,921,986
196911,196,911
329215,329,215
592349,592,349
679065,679,65
859376,859,376
184992,184,992
205415,205,415
827361,827,361
533253,533,253
743891,743,891
366164,366,164
971735,971,735
213011,213,11
512908,512,908
408047,408,47
665548,665,548
370531,370,531
68346,68,346
101708,101,708
507631,507,631
428199,428,199
876885,876,885
356665,356,665
654914,654,914
183013,183,13
697069,697,69
75226,75,226
619363,619,363
833069,833,69
64216,64,216
342944,342,944
44053,44,53
499960,499,960
103682,103,682
975565,975,565
468754,468,754
779209,779,209
784369,784,369
769971,769,971
918967,918,967
720394,720,394
123022,123,22
422925,422,925
402153,402,153
515017,515,17
119591,119,591
491564,491,564
403810,403,810
807615,807,615
450922,450,922
306443,306,443
50169,50,169
394906,394,906
568318,568,318
428089,428,89
264570,264,570
155791,155,791
201714,201,714
271080,271,80
528029,528,29
545596,545,596
143207,143,207
131326,131,326
144094,144,94
566667,566,667
843714,843,714
556830,556,830
892971,892,971
697517,697,517
426174,426,174
261966,261,966
805877,805,877
517596,517,596
206480,206,480
416536,416,536
211998,211,998
84505,84,505
932364,932,364
815624,815,624
451570,451,570
665583,665,583
505994,505,994
214874,214,874
798690,798,690
681868,681,868
738975,738,975
438943,438,943
743028,743,28
448487,448,487
733616,733,616
707573,707,573
311956,311,956
665050,665,50
52352,52,352
854124,854,124
132955,132,955
561792,561,792
454031,454,31
733299,733,299
279903,279,903
473928,473,928
